DID;Date;BW_REQUESTED
235009880;12/10/2024 01:00;2000.0
235009881;12/10/2024 01:00;2000.0
235009882;12/10/2024 01:00;5000.0
235009883;12/10/2024 01:00;5000.0
235009884;12/10/2024 01:00;3000.0
235009885;12/10/2024 01:00;3000.0
235009876;12/10/2024 01:05;374.31
235009877;12/10/2024 01:05;300.0
235009878;12/10/2024 01:05;300.0
235009879;12/10/2024 01:05;4438.748
235009880;12/10/2024 01:05;2000.0
235009881;12/10/2024 01:05;2000.0
235009882;12/10/2024 01:05;5000.0
235009883;12/10/2024 01:05;5000.0
235009884;12/10/2024 01:05;3000.0
235009885;12/10/2024 01:05;3000.0
235009876;12/10/2024 01:10;455.485
235009877;12/10/2024 01:10;624.072
235009878;12/10/2024 01:10;778.822
235009879;12/10/2024 01:10;2000.0
235009880;12/10/2024 01:10;2000.0
235009881;12/10/2024 01:10;2000.0
235009882;12/10/2024 01:10;5000.0
235009883;12/10/2024 01:10;5000.0
235009884;12/10/2024 01:10;3000.0
235009885;12/10/2024 01:10;3000.0
235009876;12/10/2024 01:15;708.687
235009877;12/10/2024 01:15;803.406
235009878;12/10/2024 01:15;644.153
235009879;12/10/2024 01:15;2478.365
235009880;12/10/2024 01:15;2000.0
235009881;12/10/2024 01:15;2753.69
235009882;12/10/2024 01:15;5000.0
235009883;12/10/2024 01:15;6337.974
235009884;12/10/2024 01:15;3000.0
235009885;12/10/2024 01:15;3000.0
235009876;12/10/2024 01:20;300.0
235009877;12/10/2024 01:20;547.686
235009878;12/10/2024 01:20;387.632
235009879;12/10/2024 01:20;2000.0
235009880;12/10/2024 01:20;2000.0
235009881;12/10/2024 01:20;2000.0
235009882;12/10/2024 01:20;7271.341
235009883;12/10/2024 01:20;5000.0
235009884;12/10/2024 01:20;3000.0
235009885;12/10/2024 01:20;3000.0
235009876;12/10/2024 01:25;300.0
235009877;12/10/2024 01:25;479.007
235009878;12/10/2024 01:25;521.217
235009879;12/10/2024 01:25;2000.0
235009880;12/10/2024 01:25;2000.0
235009881;12/10/2024 01:25;2379.669
235009882;12/10/2024 01:25;5000.0
235009883;12/10/2024 01:25;5000.0
235009884;12/10/2024 01:25;3000.0
235009885;12/10/2024 01:25;3000.0
235009876;12/10/2024 01:30;324.516
235009877;12/10/2024 01:30;695.658
235009878;12/10/2024 01:30;597.493
235009879;12/10/2024 01:30;2000.0
235009880;12/10/2024 01:30;2000.0
235009881;12/10/2024 01:30;2000.0
235009882;12/10/2024 01:30;5000.0
235009883;12/10/2024 01:30;5000.0
235009884;12/10/2024 01:30;3000.0
235009885;12/10/2024 01:30;3000.0
235009876;12/10/2024 01:35;657.389
235009877;12/10/2024 01:35;683.652
235009878;12/10/2024 01:35;369.514
235009879;12/10/2024 01:35;2000.0
235009880;12/10/2024 01:35;2307.295
235009881;12/10/2024 01:35;2000.0
235009882;12/10/2024 01:35;5000.0
235009883;12/10/2024 01:35;5000.0
235009884;12/10/2024 01:35;3000.0
235009885;12/10/2024 01:35;3000.0
235009876;12/10/2024 01:40;403.421
235009877;12/10/2024 01:40;776.622
235009878;12/10/2024 01:40;300.0
235009879;12/10/2024 01:40;2000.0
235009880;12/10/2024 01:40;2000.0
235009881;12/10/2024 01:40;2000.0
235009882;12/10/2024 01:40;5000.0
235009883;12/10/2024 01:40;5000.0
235009884;12/10/2024 01:40;3000.0
235009885;12/10/2024 01:40;3000.0
235009876;12/10/2024 01:45;778.688
235009877;12/10/2024 01:45;360.524
235009878;12/10/2024 01:45;1003.901
235009879;12/10/2024 01:45;2000.0
235009880;12/10/2024 01:45;2000.0
235009881;12/10/2024 01:45;2225.098
235009882;12/10/2024 01:45;5000.0
235009883;12/10/2024 01:45;5000.0
235009884;12/10/2024 01:45;3000.0
235009885;12/10/2024 01:45;3000.0
235009876;12/10/2024 01:50;642.805
235009877;12/10/2024 01:50;565.821
235009878;12/10/2024 01:50;487.862
235009879;12/10/2024 01:50;2000.0
235009880;12/10/2024 01:50;2000.0
235009881;12/10/2024 01:50;2164.439
235009882;12/10/2024 01:50;5000.0
235009883;12/10/2024 01:50;5000.0
235009884;12/10/2024 01:50;3000.0
235009885;12/10/2024 01:50;3000.0
235009876;12/10/2024 01:55;329.18
235009877;12/10/2024 01:55;863.039
235009878;12/10/2024 01:55;702.37
235009879;12/10/2024 01:55;2160.349
235009880;12/10/2024 01:55;2377.378
235009881;12/10/2024 01:55;2000.0
235009882;12/10/2024 01:55;5000.0
235009883;12/10/2024 01:55;7275.02
235009884;12/10/2024 01:55;3000.0
235009885;12/10/2024 01:55;3000.0
235009876;12/10/2024 02:00;749.125
235009877;12/10/2024 02:00;300.0
235009878;12/10/2024 02:00;300.0
235009879;12/10/2024 02:00;2000.0
235009880;12/10/2024 02:00;2000.0
235009881;12/10/2024 02:00;2160.916
235009882;12/10/2024 02:00;5000.0
235009883;12/10/2024 02:00;5000.0
235009884;12/10/2024 02:00;3000.0
235009885;12/10/2024 02:00;3000.0
235009876;12/10/2024 02:05;721.018
235009877;12/10/2024 02:05;507.928
235009878;12/10/2024 02:05;786.526
235009879;12/10/2024 02:05;2000.0
235009880;12/10/2024 02:05;2000.0
235009881;12/10/2024 02:05;2000.0
235009882;12/10/2024 02:05;5000.0
235009883;12/10/2024 02:05;5000.0
235009884;12/10/2024 02:05;3000.0
235009885;12/10/2024 02:05;3000.0
235009876;12/10/2024 02:10;356.154
235009877;12/10/2024 02:10;482.259
235009878;12/10/2024 02:10;489.524
235009879;12/10/2024 02:10;2000.0
235009880;12/10/2024 02:10;2000.0
235009881;12/10/2024 02:10;4746.669
235009882;12/10/2024 02:10;5000.0
235009883;12/10/2024 02:10;5000.0
235009884;12/10/2024 02:10;3000.0
235009885;12/10/2024 02:10;3000.0
235009876;12/10/2024 02:15;462.912
235009877;12/10/2024 02:15;759.877
235009878;12/10/2024 02:15;365.885
235009879;12/10/2024 02:15;2000.0
235009880;12/10/2024 02:15;2000.0
235009881;12/10/2024 02:15;2000.0
235009882;12/10/2024 02:15;5000.0
235009883;12/10/2024 02:15;5000.0
235009884;12/10/2024 02:15;3000.0
235009885;12/10/2024 02:15;3000.0
235009876;12/10/2024 02:20;475.151
235009877;12/10/2024 02:20;375.526
235009878;12/10/2024 02:20;460.892
235009879;12/10/2024 02:20;2000.0
235009880;12/10/2024 02:20;2000.0
235009881;12/10/2024 02:20;2000.0
235009882;12/10/2024 02:20;5000.0
235009883;12/10/2024 02:20;6051.12
235009884;12/10/2024 02:20;3000.0
235009885;12/10/2024 02:20;3000.0
235009876;12/10/2024 02:25;789.13
235009877;12/10/2024 02:25;511.34
235009878;12/10/2024 02:25;397.281
235009879;12/10/2024 02:25;2000.0
235009880;12/10/2024 02:25;2000.0
235009881;12/10/2024 02:25;2016.876
235009882;12/10/2024 02:25;5000.0
235009883;12/10/2024 02:25;5180.068
235009884;12/10/2024 02:25;3000.0
235009885;12/10/2024 02:25;3000.0
235009876;12/10/2024 02:30;300.0
235009877;12/10/2024 02:30;378.222
235009878;12/10/2024 02:30;421.291
235009879;12/10/2024 02:30;2000.0
235009880;12/10/2024 02:30;2000.0
235009881;12/10/2024 02:30;2000.0
235009882;12/10/2024 02:30;5000.0
235009883;12/10/2024 02:30;5000.0
235009884;12/10/2024 02:30;3000.0
235009885;12/10/2024 02:30;3000.0
235009876;12/10/2024 02:35;482.716
235009877;12/10/2024 02:35;657.847
235009878;12/10/2024 02:35;971.248
235009879;12/10/2024 02:35;2072.852
235009880;12/10/2024 02:35;2000.0
235009881;12/10/2024 02:35;3415.509
235009882;12/10/2024 02:35;5000.0
235009883;12/10/2024 02:35;5000.0
235009884;12/10/2024 02:35;3000.0
235009885;12/10/2024 02:35;3000.0
235009876;12/10/2024 02:40;387.723
235009877;12/10/2024 02:40;488.394
235009878;12/10/2024 02:40;520.889
235009879;12/10/2024 02:40;2000.0
235009880;12/10/2024 02:40;2000.0
235009881;12/10/2024 02:40;2000.0
235009882;12/10/2024 02:40;5000.0
235009883;12/10/2024 02:40;5000.0
235009884;12/10/2024 02:40;3000.0
235009885;12/10/2024 02:40;3000.0
235009876;12/10/2024 02:45;300.0
235009877;12/10/2024 02:45;461.044
235009878;12/10/2024 02:45;456.844
235009879;12/10/2024 02:45;2000.0
235009880;12/10/2024 02:45;2000.0
235009881;12/10/2024 02:45;2109.191
235009882;12/10/2024 02:45;9171.255
235009883;12/10/2024 02:45;5000.0
235009884;12/10/2024 02:45;3000.0
235009885;12/10/2024 02:45;3000.0
235009876;12/10/2024 02:50;407.201
235009877;12/10/2024 02:50;511.099
235009878;12/10/2024 02:50;601.811
235009879;12/10/2024 02:50;2280.707
235009880;12/10/2024 02:50;2000.0
235009881;12/10/2024 02:50;2000.0
235009882;12/10/2024 02:50;5000.0
235009883;12/10/2024 02:50;8812.926
235009884;12/10/2024 02:50;3000.0
235009885;12/10/2024 02:50;3000.0
235009876;12/10/2024 02:55;442.672
235009877;12/10/2024 02:55;491.226
235009878;12/10/2024 02:55;300.0
235009879;12/10/2024 02:55;2009.094
235009880;12/10/2024 02:55;2000.0
235009881;12/10/2024 02:55;2000.0
235009882;12/10/2024 02:55;5000.0
235009883;12/10/2024 02:55;5000.0
235009884;12/10/2024 02:55;3000.0
235009885;12/10/2024 02:55;3000.0
235009876;12/10/2024 03:00;666.575
235009877;12/10/2024 03:00;315.139
235009878;12/10/2024 03:00;436.801
235009879;12/10/2024 03:00;2000.0
235009880;12/10/2024 03:00;2000.0
235009881;12/10/2024 03:00;2186.544
235009882;12/10/2024 03:00;5000.0
235009883;12/10/2024 03:00;5000.0
235009884;12/10/2024 03:00;3000.0
235009885;12/10/2024 03:00;3000.0
235009876;12/10/2024 03:05;414.279
235009877;12/10/2024 03:05;623.86
235009878;12/10/2024 03:05;626.456
235009879;12/10/2024 03:05;2000.0
235009880;12/10/2024 03:05;2000.0
235009881;12/10/2024 03:05;2000.0
235009882;12/10/2024 03:05;10000.0
235009883;12/10/2024 03:05;5000.0
235009884;12/10/2024 03:05;3000.0
235009885;12/10/2024 03:05;3000.0
235009876;12/10/2024 03:10;330.564
235009877;12/10/2024 03:10;586.836
235009878;12/10/2024 03:10;300.0
235009879;12/10/2024 03:10;2000.0
235009880;12/10/2024 03:10;2000.0
235009881;12/10/2024 03:10;2105.937
235009882;12/10/2024 03:10;5000.0
235009883;12/10/2024 03:10;5000.0
235009884;12/10/2024 03:10;3000.0
235009885;12/10/2024 03:10;3000.0
235009876;12/10/2024 03:15;339.077
235009877;12/10/2024 03:15;421.628
235009878;12/10/2024 03:15;300.0
235009879;12/10/2024 03:15;2000.0
235009880;12/10/2024 03:15;2000.0
235009881;12/10/2024 03:15;2000.0
235009882;12/10/2024 03:15;8568.877
235009883;12/10/2024 03:15;5000.0
235009884;12/10/2024 03:15;3000.0
235009885;12/10/2024 03:15;3000.0
235009876;12/10/2024 03:20;300.0
235009877;12/10/2024 03:20;501.561
235009878;12/10/2024 03:20;300.0
235009879;12/10/2024 03:20;2000.0
235009880;12/10/2024 03:20;2000.0
235009881;12/10/2024 03:20;2000.0
235009882;12/10/2024 03:20;5000.0
235009883;12/10/2024 03:20;5000.0
235009884;12/10/2024 03:20;3000.0
235009885;12/10/2024 03:20;3000.0
235009876;12/10/2024 03:25;335.607
235009877;12/10/2024 03:25;506.835
235009878;12/10/2024 03:25;424.414
235009879;12/10/2024 03:25;2000.0
235009880;12/10/2024 03:25;2000.0
235009881;12/10/2024 03:25;2000.0
235009882;12/10/2024 03:25;5000.0
235009883;12/10/2024 03:25;5000.0
235009884;12/10/2024 03:25;3000.0
235009885;12/10/2024 03:25;3000.0
235009876;12/10/2024 03:30;679.591
235009877;12/10/2024 03:30;604.692
235009878;12/10/2024 03:30;300.0
235009879;12/10/2024 03:30;2000.0
235009880;12/10/2024 03:30;2000.0
235009881;12/10/2024 03:30;2000.0
235009882;12/10/2024 03:30;5000.0
235009883;12/10/2024 03:30;5000.0
235009884;12/10/2024 03:30;3000.0
235009885;12/10/2024 03:30;3000.0
235009876;12/10/2024 03:35;848.614
235009877;12/10/2024 03:35;601.309
235009878;12/10/2024 03:35;300.0
235009879;12/10/2024 03:35;2000.0
235009880;12/10/2024 03:35;3193.309
235009881;12/10/2024 03:35;2000.0
235009882;12/10/2024 03:35;5000.0
235009883;12/10/2024 03:35;5000.0
235009884;12/10/2024 03:35;3000.0
235009885;12/10/2024 03:35;3000.0
235009876;12/10/2024 03:40;408.369
235009877;12/10/2024 03:40;762.824
235009878;12/10/2024 03:40;682.317
235009879;12/10/2024 03:40;2102.818
235009880;12/10/2024 03:40;2000.0
235009881;12/10/2024 03:40;2000.0
235009882;12/10/2024 03:40;5000.0
235009883;12/10/2024 03:40;5000.0
235009884;12/10/2024 03:40;3000.0
235009885;12/10/2024 03:40;3000.0
235009876;12/10/2024 03:45;796.204
235009877;12/10/2024 03:45;570.663
235009878;12/10/2024 03:45;430.096
235009879;12/10/2024 03:45;2000.0
235009880;12/10/2024 03:45;2098.64
235009881;12/10/2024 03:45;2000.0
235009882;12/10/2024 03:45;5000.0
235009883;12/10/2024 03:45;5000.0
235009884;12/10/2024 03:45;3000.0
235009885;12/10/2024 03:45;3000.0
235009876;12/10/2024 03:50;300.0
235009877;12/10/2024 03:50;404.607
235009878;12/10/2024 03:50;325.398
235009879;12/10/2024 03:50;2000.0
235009880;12/10/2024 03:50;2177.344
235009881;12/10/2024 03:50;2019.921
235009882;12/10/2024 03:50;5000.0
235009883;12/10/2024 03:50;5000.0
235009884;12/10/2024 03:50;3000.0
235009885;12/10/2024 03:50;3000.0
235009876;12/10/2024 03:55;663.495
235009877;12/10/2024 03:55;686.486
235009878;12/10/2024 03:55;460.653
235009879;12/10/2024 03:55;2000.0
235009880;12/10/2024 03:55;2000.0
235009881;12/10/2024 03:55;2073.897
235009882;12/10/2024 03:55;5000.0
235009883;12/10/2024 03:55;5000.0
235009884;12/10/2024 03:55;3000.0
235009885;12/10/2024 03:55;3000.0
235009876;12/10/2024 04:00;638.428
235009877;12/10/2024 04:00;639.204
235009878;12/10/2024 04:00;683.415
235009879;12/10/2024 04:00;2000.0
235009880;12/10/2024 04:00;2000.0
235009881;12/10/2024 04:00;2000.0
235009882;12/10/2024 04:00;5000.0
235009883;12/10/2024 04:00;5000.0
235009884;12/10/2024 04:00;3000.0
235009885;12/10/2024 04:00;3000.0
235009876;12/10/2024 04:05;551.45
235009877;12/10/2024 04:05;713.186
235009878;12/10/2024 04:05;408.124
235009879;12/10/2024 04:05;2000.0
235009880;12/10/2024 04:05;2000.0
235009881;12/10/2024 04:05;2000.0
235009882;12/10/2024 04:05;6963.266
235009883;12/10/2024 04:05;5000.0
235009884;12/10/2024 04:05;3000.0
235009885;12/10/2024 04:05;3000.0
235009876;12/10/2024 04:10;449.062
235009877;12/10/2024 04:10;689.437
235009878;12/10/2024 04:10;492.602
235009879;12/10/2024 04:10;2628.691
235009880;12/10/2024 04:10;2000.0
235009881;12/10/2024 04:10;2000.0
235009882;12/10/2024 04:10;5000.0
235009883;12/10/2024 04:10;5356.355
235009884;12/10/2024 04:10;3000.0
235009885;12/10/2024 04:10;3000.0
235009876;12/10/2024 04:15;447.117
235009877;12/10/2024 04:15;566.376
235009878;12/10/2024 04:15;477.774
235009879;12/10/2024 04:15;2000.0
235009880;12/10/2024 04:15;2000.0
235009881;12/10/2024 04:15;2000.0
235009882;12/10/2024 04:15;5000.0
235009883;12/10/2024 04:15;5000.0
235009884;12/10/2024 04:15;3000.0
235009885;12/10/2024 04:15;3000.0
235009876;12/10/2024 04:20;537.677
235009877;12/10/2024 04:20;324.251
235009878;12/10/2024 04:20;693.44
235009879;12/10/2024 04:20;2000.0
235009880;12/10/2024 04:20;2000.0
235009881;12/10/2024 04:20;2000.0
235009882;12/10/2024 04:20;5000.0
235009883;12/10/2024 04:20;5000.0
235009884;12/10/2024 04:20;3000.0
235009885;12/10/2024 04:20;3000.0
235009876;12/10/2024 04:25;491.755
235009877;12/10/2024 04:25;616.952
235009878;12/10/2024 04:25;449.919
235009879;12/10/2024 04:25;2249.49
235009880;12/10/2024 04:25;2000.0
235009881;12/10/2024 04:25;2075.858
235009882;12/10/2024 04:25;5000.0
235009883;12/10/2024 04:25;5000.0
235009884;12/10/2024 04:25;3000.0
235009885;12/10/2024 04:25;3000.0
235009876;12/10/2024 04:30;497.634
235009877;12/10/2024 04:30;435.936
235009878;12/10/2024 04:30;660.722
235009879;12/10/2024 04:30;2000.0
235009880;12/10/2024 04:30;2032.47
235009881;12/10/2024 04:30;2221.769
235009882;12/10/2024 04:30;5000.0
235009883;12/10/2024 04:30;5000.0
235009884;12/10/2024 04:30;3000.0
235009885;12/10/2024 04:30;3000.0
235009876;12/10/2024 04:35;670.861
235009877;12/10/2024 04:35;475.777
235009878;12/10/2024 04:35;446.808
235009879;12/10/2024 04:35;2000.0
235009880;12/10/2024 04:35;2000.0
235009881;12/10/2024 04:35;2000.0
235009882;12/10/2024 04:35;5000.0
235009883;12/10/2024 04:35;5000.0
235009884;12/10/2024 04:35;3000.0
235009885;12/10/2024 04:35;3000.0
235009876;12/10/2024 04:40;300.0
235009877;12/10/2024 04:40;300.0
235009878;12/10/2024 04:40;406.48
235009879;12/10/2024 04:40;2000.0
235009880;12/10/2024 04:40;2000.0
235009881;12/10/2024 04:40;2000.0
235009882;12/10/2024 04:40;5000.0
235009883;12/10/2024 04:40;5000.0
235009884;12/10/2024 04:40;3000.0
235009885;12/10/2024 04:40;3000.0
235009876;12/10/2024 04:45;517.313
235009877;12/10/2024 04:45;533.508
235009878;12/10/2024 04:45;300.0
235009879;12/10/2024 04:45;2000.0
235009880;12/10/2024 04:45;2000.0
235009881;12/10/2024 04:45;2000.0
235009882;12/10/2024 04:45;7202.311
235009883;12/10/2024 04:45;5000.0
235009884;12/10/2024 04:45;3000.0
235009885;12/10/2024 04:45;3000.0
235009876;12/10/2024 04:50;884.837
235009877;12/10/2024 04:50;300.0
235009878;12/10/2024 04:50;477.917
235009879;12/10/2024 04:50;2000.0
235009880;12/10/2024 04:50;2000.0
235009881;12/10/2024 04:50;2000.0
235009882;12/10/2024 04:50;5000.0
235009883;12/10/2024 04:50;5000.0
235009884;12/10/2024 04:50;3000.0
235009885;12/10/2024 04:50;3000.0
235009876;12/10/2024 04:55;341.608
235009877;12/10/2024 04:55;779.404
235009878;12/10/2024 04:55;463.275
235009879;12/10/2024 04:55;2000.0
235009880;12/10/2024 04:55;2000.0
235009881;12/10/2024 04:55;2000.0
235009882;12/10/2024 04:55;5000.0
235009883;12/10/2024 04:55;5000.0
235009884;12/10/2024 04:55;3000.0
235009885;12/10/2024 04:55;3000.0
235009876;12/10/2024 05:00;300.0
235009877;12/10/2024 05:00;566.011
235009878;12/10/2024 05:00;641.722
235009879;12/10/2024 05:00;2000.0
235009880;12/10/2024 05:00;2000.0
235009881;12/10/2024 05:00;2000.0
235009882;12/10/2024 05:00;5000.0
235009883;12/10/2024 05:00;5000.0
235009884;12/10/2024 05:00;3106.001
235009885;12/10/2024 05:00;3000.0
235009876;12/10/2024 05:05;354.803
235009877;12/10/2024 05:05;300.0
235009878;12/10/2024 05:05;485.684
235009879;12/10/2024 05:05;2207.96
235009880;12/10/2024 05:05;2000.0
235009881;12/10/2024 05:05;2000.0
235009882;12/10/2024 05:05;5000.0
235009883;12/10/2024 05:05;5000.0
235009884;12/10/2024 05:05;3000.0
235009885;12/10/2024 05:05;3000.0
235009876;12/10/2024 05:10;762.247
235009877;12/10/2024 05:10;564.708
235009878;12/10/2024 05:10;729.607
235009879;12/10/2024 05:10;2000.0
235009880;12/10/2024 05:10;2000.0
235009881;12/10/2024 05:10;2393.422
235009882;12/10/2024 05:10;5000.0
235009883;12/10/2024 05:10;5000.0
235009884;12/10/2024 05:10;3000.0
235009885;12/10/2024 05:10;3000.0
235009876;12/10/2024 05:15;509.076
235009877;12/10/2024 05:15;622.604
235009878;12/10/2024 05:15;744.552
235009879;12/10/2024 05:15;2000.0
235009880;12/10/2024 05:15;2000.0
235009881;12/10/2024 05:15;4866.863
235009882;12/10/2024 05:15;5000.0
235009883;12/10/2024 05:15;5000.0
235009884;12/10/2024 05:15;3000.0
235009885;12/10/2024 05:15;3000.0
235009876;12/10/2024 05:20;482.394
235009877;12/10/2024 05:20;387.989
235009878;12/10/2024 05:20;300.0
235009879;12/10/2024 05:20;2000.0
235009880;12/10/2024 05:20;2000.0
235009881;12/10/2024 05:20;2000.0
235009882;12/10/2024 05:20;5000.0
235009883;12/10/2024 05:20;5000.0
235009884;12/10/2024 05:20;3000.0
235009885;12/10/2024 05:20;3000.0
235009876;12/10/2024 05:25;308.803
235009877;12/10/2024 05:25;518.476
235009878;12/10/2024 05:25;456.102
235009879;12/10/2024 05:25;2000.0
235009880;12/10/2024 05:25;3962.226
235009881;12/10/2024 05:25;2000.0
235009882;12/10/2024 05:25;5000.0
235009883;12/10/2024 05:25;5000.0
235009884;12/10/2024 05:25;3000.0
235009885;12/10/2024 05:25;3000.0
235009876;12/10/2024 05:30;760.57
235009877;12/10/2024 05:30;300.0
235009878;12/10/2024 05:30;300.0
235009879;12/10/2024 05:30;2000.0
235009880;12/10/2024 05:30;2000.0
235009881;12/10/2024 05:30;2117.756
235009882;12/10/2024 05:30;5000.0
235009883;12/10/2024 05:30;5000.0
235009884;12/10/2024 05:30;3000.0
235009885;12/10/2024 05:30;3000.0
235009876;12/10/2024 05:35;405.705
235009877;12/10/2024 05:35;529.872
235009878;12/10/2024 05:35;447.928
235009879;12/10/2024 05:35;2000.0
235009880;12/10/2024 05:35;2035.462
235009881;12/10/2024 05:35;2000.0
235009882;12/10/2024 05:35;5000.0
235009883;12/10/2024 05:35;5000.0
235009884;12/10/2024 05:35;3000.0
235009885;12/10/2024 05:35;3000.0
235009876;12/10/2024 05:40;600.637
235009877;12/10/2024 05:40;660.909
235009878;12/10/2024 05:40;729.317
235009879;12/10/2024 05:40;2000.0
235009880;12/10/2024 05:40;2000.0
235009881;12/10/2024 05:40;2000.0
235009882;12/10/2024 05:40;5000.0
235009883;12/10/2024 05:40;5000.0
235009884;12/10/2024 05:40;3000.0
235009885;12/10/2024 05:40;3000.0
235009876;12/10/2024 05:45;446.271
235009877;12/10/2024 05:45;352.399
235009878;12/10/2024 05:45;734.813
235009879;12/10/2024 05:45;2000.0
235009880;12/10/2024 05:45;2000.0
235009881;12/10/2024 05:45;2000.0
235009882;12/10/2024 05:45;5000.0
235009883;12/10/2024 05:45;5000.0
235009884;12/10/2024 05:45;3000.0
235009885;12/10/2024 05:45;3000.0
235009876;12/10/2024 05:50;710.346
235009877;12/10/2024 05:50;631.365
235009878;12/10/2024 05:50;524.121
235009879;12/10/2024 05:50;2257.331
235009880;12/10/2024 05:50;2088.844
235009881;12/10/2024 05:50;2000.0
235009882;12/10/2024 05:50;5000.0
235009883;12/10/2024 05:50;5000.0
